Файл	Сущность	Оффсет	Тип сущности	Окно±25
./___Corpus/ClinicalTrials/xml/NCT02432417.xml	phenytoin	6013 : 6022	CM	iconvulsant drugs (e.g., phenytoin,              carbamazep
./___Corpus/ClinicalTrials/xml/NCT02432417.xml	carbamazepine	6037 : 6050	CM	 phenytoin,              carbamazepine, phenobarbital, primidon
./___Corpus/ClinicalTrials/xml/NCT02432417.xml	phenobarbital	6052 : 6065	CM	          carbamazepine, phenobarbital, primidone, or oxcarbaze
./___Corpus/ClinicalTrials/xml/NCT02432417.xml	primidone	6067 : 6076	CM	mazepine, phenobarbital, primidone, or oxcarbazepine)      
./___Corpus/ClinicalTrials/xml/NCT02432417.xml	oxcarbazepine	6081 : 6094	CM	obarbital, primidone, or oxcarbazepine)            -  Known glu
./___Corpus/ClinicalTrials/xml/NCT02432417.xml	glucose-6-phosphate	6116 : 6135	CM	ine)            -  Known glucose-6-phosphate dehydrogenase deficiency
./___Corpus/ClinicalTrials/xml/NCT02432417.xml	dehydrogenase	6136 : 6149	ASE	nown glucose-6-phosphate dehydrogenase deficiency            - 
./___Corpus/ClinicalTrials/xml/NCT02432417.xml	4-aminoquinoline	6238 : 6254	CM	nown hypersensitivity to 4-aminoquinoline compound            -  R
./___Corpus/ClinicalTrials/xml/NCT02432417.xml	4-aminoquinoline	6364 : 6380	CM	on prior to              4-aminoquinoline compound use            
./___Corpus/ClinicalTrials/xml/NCT02432417.xml	Chloroquine	6423 : 6434	CM	         The Addition of Chloroquine to Chemoradiation for Gl
./___Corpus/ClinicalTrials/xml/NCT02432417.xml	Chloroquine	6539 : 6550	CM	rial for the Addition of Chloroquine, an Autophagy Inhibitor,
./___Corpus/ClinicalTrials/xml/NCT02439489.xml	PI3K	13 : 17	CM	             PI3K signaling is a hallmark 
./___Corpus/ClinicalTrials/xml/NCT02439489.xml	PI3K	98 : 102	CM	cers become dependent on PI3K       pathway signaling 
./___Corpus/ClinicalTrials/xml/NCT02439489.xml	PI3K	198 : 202	CM	self or of regulators of PI3K       (e.g. PTEN, HER2).
./___Corpus/ClinicalTrials/xml/NCT02439489.xml	I	389 : 390	CM	 specific oral pan-class I       PI3K-inhibitor.   
./___Corpus/ClinicalTrials/xml/NCT02439489.xml	cisplatin	522 : 531	CM	tion of BKM120       and cisplatin or carboplatin in patien
./___Corpus/ClinicalTrials/xml/NCT02439489.xml	carboplatin	535 : 546	CM	0       and cisplatin or carboplatin in patient with patholog
./___Corpus/ClinicalTrials/xml/NCT02439489.xml	platinum	667 : 675	CM	r which treatment with a platinum agent is indicated (pref
./___Corpus/ClinicalTrials/xml/NCT02439489.xml	NSCLC	732 : 737	CM	lly       head and neck, NSCLC, ovary, endometrial).   
./___Corpus/ClinicalTrials/xml/NCT02439489.xml	cisplatin	876 : 885	CM	ly oral       BKM120 and cisplatin (Group 1) or carboplatin
./___Corpus/ClinicalTrials/xml/NCT02439489.xml	carboplatin	899 : 910	CM	d cisplatin (Group 1) or carboplatin (Group 2), given intrave
./___Corpus/ClinicalTrials/xml/NCT02439489.xml	(IV)	942 : 946	CM	 2), given intravenously (IV) on day 1       every 3 w
./___Corpus/ClinicalTrials/xml/NCT02439489.xml	PI3K	1408 : 1412	CM	titumor activity.        PI3K signaling is a hallmark 
./___Corpus/ClinicalTrials/xml/NCT02439489.xml	PI3K	1493 : 1497	CM	cers become dependent on PI3K       pathway signaling 
./___Corpus/ClinicalTrials/xml/NCT02439489.xml	PI3K	1593 : 1597	CM	self or of regulators of PI3K       (e.g. PTEN, HER2).
./___Corpus/ClinicalTrials/xml/NCT02439489.xml	I	1784 : 1785	CM	 specific oral pan-class I       PI3K-inhibThe stud
./___Corpus/ClinicalTrials/xml/NCT02439489.xml	cisplatin	1904 : 1913	CM	tion       of BKM120 and cisplatin or carboplatin in patien
./___Corpus/ClinicalTrials/xml/NCT02439489.xml	carboplatin	1917 : 1928	CM	 BKM120 and cisplatin or carboplatin in patient with patholog
./___Corpus/ClinicalTrials/xml/NCT02439489.xml	platinum	2049 : 2057	CM	r which treatment with a platinum agent is indicated      
./___Corpus/ClinicalTrials/xml/NCT02439489.xml	NSCLC	2114 : 2119	CM	rentially head and neck, NSCLC, ovary, endometrial).   
./___Corpus/ClinicalTrials/xml/NCT02439489.xml	Carboplatin	2295 : 2306	CM	80 or 100 mg (p.o.) plus Carboplatin or Cisplatin. Cisplatin 
./___Corpus/ClinicalTrials/xml/NCT02439489.xml	Cisplatin	2310 : 2319	CM	.o.) plus Carboplatin or Cisplatin. Cisplatin 75       mg/m
./___Corpus/ClinicalTrials/xml/NCT02439489.xml	Cisplatin	2321 : 2330	CM	arboplatin or Cisplatin. Cisplatin 75       mg/mq will be a
./___Corpus/ClinicalTrials/xml/NCT02439489.xml	Carboplatin	2416 : 2427	CM	 infusion every 3 weeks. Carboplatin AUC 5       (or AUC 6 if
./___Corpus/ClinicalTrials/xml/NCT02439489.xml	I	2642 : 2643	CM	single institution phase I study. Up to 3 dose leve
./___Corpus/ClinicalTrials/xml/NCT02439489.xml	I	2733 : 2734	CM	. A standard 3 + 3 phase I dose escalation design w
./___Corpus/ClinicalTrials/xml/NCT02439489.xml	cisplatin	2992 : 3001	CM	ly oral       BKM120 and cisplatin (Group 1) or carboplatin
./___Corpus/ClinicalTrials/xml/NCT02439489.xml	carboplatin	3015 : 3026	CM	d cisplatin (Group 1) or carboplatin (Group 2), given intrave
./___Corpus/ClinicalTrials/xml/NCT02439489.xml	(IV)	3058 : 3062	CM	 2), given intravenously (IV) on day 1       every 3 w
./___Corpus/ClinicalTrials/xml/NCT02439489.xml	carboplatin	3104 : 3115	CM	very 3 weeks. BKM120 and carboplatin or cisplatin.           
./___Corpus/ClinicalTrials/xml/NCT02439489.xml	cisplatin	3119 : 3128	CM	KM120 and carboplatin or cisplatin.                        
./___Corpus/ClinicalTrials/xml/NCT02439489.xml	ICF	3243 : 3246	CM	d Informed Consent Form (ICF) obtained prior to any  
./___Corpus/ClinicalTrials/xml/NCT02439489.xml	platinum	3560 : 3568	CM	        treatment with a platinum agent is indicated      
./___Corpus/ClinicalTrials/xml/NCT02439489.xml	PI3K	4457 : 4461	CM	 previous treatment with PI3K and/or mTOR inhibitors  
./___Corpus/ClinicalTrials/xml/NCT02439489.xml	CNS	4709 : 4712	CM	 Patient has symptomatic CNS metastases (Patients wit
./___Corpus/ClinicalTrials/xml/NCT02439489.xml	CNS	4767 : 4770	CM	trolled and asymptomatic CNS              metastases 
./___Corpus/ClinicalTrials/xml/NCT02439489.xml	carboplatin	6862 : 6873	CM	rsensitivity reaction to carboplatin or cisplatin            
./___Corpus/ClinicalTrials/xml/NCT02439489.xml	cisplatin	6877 : 6886	CM	action to carboplatin or cisplatin            -  Patient is
./___Corpus/ClinicalTrials/xml/NCT02439489.xml	isoenzyme	7210 : 7219	CM	nhibitors or inducers of isoenzyme CYP3A, and the treatment
./___Corpus/ClinicalTrials/xml/NCT02439489.xml	Cisplatin	7698 : 7707	CM	ombination of BKM120 and Cisplatin or Carboplatin in Patien
./___Corpus/ClinicalTrials/xml/NCT02439489.xml	Carboplatin	7711 : 7722	CM	 BKM120 and Cisplatin or Carboplatin in Patients With Advance
./___Corpus/ClinicalTrials/xml/NCT02439489.xml	Cisplatin	7824 : 7833	CM	ombination of BKM120 and Cisplatin or Carboplatin in Patien
./___Corpus/ClinicalTrials/xml/NCT02439489.xml	Carboplatin	7837 : 7848	CM	 BKM120 and Cisplatin or Carboplatin in Patients With Advance
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	Volitinib	55 : 64	CM	le-arm study of AZD6094 (Volitinib) in combination with doc
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	docetaxel	86 : 95	CM	nib) in combination with docetaxel, in       advanced gastr
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	Volitinib	273 : 282	CM	d mode of administration Volitinib is an orally       avail
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	Volitinib	371 : 380	CM	 c-MET inhibitor.        Volitinib should be administered a
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	Docetaxel	507 : 516	CM	titumor activity.        Docetaxel 60 mg/m2 will be adminis
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	Volitinib	664 : 673	CM	d mode of administration Volitinib is an orally available, 
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	Volitinib	777 : 786	CM	r. Subjects will receive Volitinib once daily       ( at th
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	Docetaxel	876 : 885	CM	ays as one cycle.        Docetaxel 60 mg/m2 will be adminis
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	Volitinib	981 : 990	CM	s.                       Volitinib is a potent and selectiv
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	c-Met	1032 : 1037	CM	selective small molecule c-Met kinase inhibitor. Voliti
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	kinase	1038 : 1044	ASE	ive small molecule c-Met kinase inhibitor. Volitinib was
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	Volitinib	1056 : 1065	CM	 c-Met kinase inhibitor. Volitinib was       found to inhib
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	c-Met	1093 : 1098	CM	s       found to inhibit c-Met kinase at the enzyme and
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	kinase	1099 : 1105	ASE	  found to inhibit c-Met kinase at the enzyme and cell l
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	phosphorylation	1185 : 1200	RN	oth       enzyme and Met phosphorylation in the cell. Consistent 
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	volitinib	1273 : 1282	CM	and cell       activity, volitinib was found to inhibit cel
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	vitro	1319 : 1324	CM	o inhibit cell growth in vitro against tumors with c-Me
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	c-Met	1345 : 1350	CM	itro against tumors with c-Met gene       amplification
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	c-Met	1531 : 1536	CM	tion against tumors with c-Met overexpression       or 
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	c-Met	1576 : 1581	CM	       or carrying a HGF/c-Met autocrine loop.        I
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	c-Met	1638 : 1643	CM	ograft model Hs746T with c-Met gene amplification, subo
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	volitinib	1697 : 1706	CM	al doses 0.6 mg/kg       volitinib and 3 mg/kg docetaxel in
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	docetaxel	1719 : 1728	CM	   volitinib and 3 mg/kg docetaxel induced TGI(expand) of 5
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	TGI(expand)	1737 : 1748	CM	 mg/kg docetaxel induced TGI(expand) of 55.8% and 80.8%, resp
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	volitinib	1962 : 1971	CM	oup. Plasma exposures of volitinib and       docetaxel were
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	docetaxel	1982 : 1991	CM	s of volitinib and       docetaxel were determined after la
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	volitinib	2151 : 2160	CM	t on exposures of either volitinib or       docetaxel. More
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	docetaxel	2170 : 2179	CM	ither volitinib or       docetaxel. More importantly, combi
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	volitinib	2375 : 2384	CM	combination       use of volitinib and docetaxel in clinic.
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	docetaxel	2389 : 2398	CM	    use of volitinib and docetaxel in clinic.              
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	5-fluoropyrimidine	3350 : 3368	CM	t have contained doublet 5-fluoropyrimidine and platinum            
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	platinum	3373 : 3381	CM	t 5-fluoropyrimidine and platinum                   based 
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	5-fluoropyrimidine	3546 : 3564	CM	      containing doublet 5-fluoropyrimidine and platinum-based regim
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	platinum	3569 : 3577	CM	t 5-fluoropyrimidine and platinum-based regimen could be  
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	FISH	3742 : 3746	CM	MET amplification by MET FISH.            4. Previous 
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	0-	4307 : 4309	CPR	 ECOG performance status 0-1.            8. Patients
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	WBC	4751 : 4754	CM	   -  White blood cells (WBC) > 3 x 109/L            
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	bilirubin	4862 : 4871	CM	                -  Total bilirubin ≤ 1.5 x institutional up
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	ULN	4917 : 4920	CM	l upper limit of normal (ULN) (does not              
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	ULN	5160 : 5163	CM	ich case it must be ≤ 5x ULN                 -  Serum
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	creatinine	5189 : 5199	CM	                -  Serum creatinine ≤1.5 x institutional ULN
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	ULN	5221 : 5224	CM	ine ≤1.5 x institutional ULN           10. At least o
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	docetaxel	6057 : 6066	CM	 previous treatment with docetaxel.            4. Patients 
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	SISH	6420 : 6424	CM	nohistochemistry or HER2 SISH +)            6. Patient
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	bisphosphonates	7039 : 7054	CM	receive a stable dose of bisphosphonates or denosumab for bone me
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	BP	7707 : 7709	CM	controlled hypertension (BP ≥150/95 mmHg            
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	LLN	7815 : 7818	CM	ction fraction below the LLN of              <55% mea
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	LLN	7886 : 7889	CM	ography or institution's LLN for MUGA, Atrial fibrill
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	Volitinib	9121 : 9130	CM	le-arm Study of AZD6094 (Volitinib) in Combination With Doc
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	Docetaxel	9152 : 9161	CM	nib) in Combination With Docetaxel, in Any Solid Cancer and
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	Volitinib	9237 : 9246	CM	le-arm Study of AZD6094 (Volitinib) in Combination With Doc
./___Corpus/ClinicalTrials/xml/NCT02447406.xml	Docetaxel	9268 : 9277	CM	nib) in Combination With Docetaxel in Advanced Gastric Aden
./___Corpus/ClinicalTrials/xml/NCT02449551.xml	Volitinib	13 : 22	CM	             Volitinib is a potent and selectiv
./___Corpus/ClinicalTrials/xml/NCT02449551.xml	c-Met	64 : 69	CM	selective small molecule c-Met kinase inhibitor. Voliti
./___Corpus/ClinicalTrials/xml/NCT02449551.xml	kinase	70 : 76	ASE	ive small molecule c-Met kinase inhibitor. Volitinib was
./___Corpus/ClinicalTrials/xml/NCT02449551.xml	Volitinib	88 : 97	CM	 c-Met kinase inhibitor. Volitinib was       found to inhib
./___Corpus/ClinicalTrials/xml/NCT02449551.xml	c-Met	125 : 130	CM	s       found to inhibit c-Met kinase at the enzyme and
./___Corpus/ClinicalTrials/xml/NCT02449551.xml	kinase	131 : 137	ASE	  found to inhibit c-Met kinase at the enzyme and cell l
./___Corpus/ClinicalTrials/xml/NCT02449551.xml	phosphorylation	217 : 232	RN	oth       enzyme and Met phosphorylation in the cell. Consistent 
./___Corpus/ClinicalTrials/xml/NCT02449551.xml	volitinib	305 : 314	CM	and cell       activity, volitinib was found to inhibit cel
./___Corpus/ClinicalTrials/xml/NCT02449551.xml	vitro	351 : 356	CM	o inhibit cell growth in vitro against tumors with c-Me
./___Corpus/ClinicalTrials/xml/NCT02449551.xml	c-Met	377 : 382	CM	itro against tumors with c-Met gene       amplification
./___Corpus/ClinicalTrials/xml/NCT02449551.xml	c-Met	563 : 568	CM	tion against tumors with c-Met overexpression       or 
./___Corpus/ClinicalTrials/xml/NCT02449551.xml	c-Met	608 : 613	CM	       or carrying a HGF/c-Met autocrine loop.        T
./___Corpus/ClinicalTrials/xml/NCT02449551.xml	Volitinib	802 : 811	CM	s a third line treatment Volitinib 800 mg will be       adm
./___Corpus/ClinicalTrials/xml/NCT02449551.xml	volitinib	928 : 937	CM	estigate the efficacy of volitinib in patients with advance
./___Corpus/ClinicalTrials/xml/NCT02449551.xml	fluoropyrimidine	1379 : 1395	CM	                 -  Both fluoropyrimidine and platinum agent need 
./___Corpus/ClinicalTrials/xml/NCT02449551.xml	platinum	1400 : 1408	CM	oth fluoropyrimidine and platinum agent need to be contain
./___Corpus/ClinicalTrials/xml/NCT02449551.xml	0-	2165 : 2167	CPR	Group performance status 0-1.            8. Patients
./___Corpus/ClinicalTrials/xml/NCT02449551.xml	WBC	2609 : 2612	CM	   -  White blood cells (WBC) > 3 x 109/L            
./___Corpus/ClinicalTrials/xml/NCT02449551.xml	bilirubin	2720 : 2729	CM	                -  Total bilirubin ≤ 1.5 x institutional up
./___Corpus/ClinicalTrials/xml/NCT02449551.xml	ULN	2775 : 2778	CM	l upper limit of normal (ULN) (does not              
./___Corpus/ClinicalTrials/xml/NCT02449551.xml	ULN	3018 : 3021	CM	ich case it must be ≤ 5x ULN                 -  Serum
./___Corpus/ClinicalTrials/xml/NCT02449551.xml	creatinine	3047 : 3057	CM	                -  Serum creatinine ≤1.5 x institutional ULN
./___Corpus/ClinicalTrials/xml/NCT02449551.xml	ULN	3079 : 3082	CM	ine ≤1.5 x institutional ULN           10. At least o
./___Corpus/ClinicalTrials/xml/NCT02449551.xml	SISH	4497 : 4501	CM	nohistochemistry or HER2 SISH +)            5. Patient
./___Corpus/ClinicalTrials/xml/NCT02449551.xml	bisphosphonates	5116 : 5131	CM	receive a stable dose of bisphosphonates or denusomab for bone me
./___Corpus/ClinicalTrials/xml/NCT02449551.xml	BP	5862 : 5864	CM	controlled hypertension (BP ≥150/95 mmHg            
./___Corpus/ClinicalTrials/xml/NCT02449551.xml	LLN	5970 : 5973	CM	ction fraction below the LLN of              <55% mea
./___Corpus/ClinicalTrials/xml/NCT02449551.xml	LLN	6041 : 6044	CM	ography or institution's LLN for MUGA, Atrial fibrill
./___Corpus/ClinicalTrials/xml/NCT02449551.xml	Volitinib	7255 : 7264	CM	       Study of AZD6094 (Volitinib) in Advanced Gastric Ade
./___Corpus/ClinicalTrials/xml/NCT02455453.xml	21-18F-fluoro-16α,17α-[(R)-(1'-α-furylmethylidene)dioxy]-19-norpregn-4-ene-3,20-dione	95 : 180	CM	radioactive tracer       21-18F-fluoro-16α,17α-[(R)-(1'-α-furylmethylidene)dioxy]-19-norpregn-4-ene-3,20-dione (FFNP)       uptake, whi
./___Corpus/ClinicalTrials/xml/NCT02455453.xml	FFNP	182 : 186	CM	rpregn-4-ene-3,20-dione (FFNP)       uptake, which bin
./___Corpus/ClinicalTrials/xml/NCT02455453.xml	progesterone	231 : 243	CM	h binds to breast cancer progesterone receptors (PgRs) on a PE
./___Corpus/ClinicalTrials/xml/NCT02455453.xml	estradiol	319 : 328	CM	 after administration of estradiol for one day (estrogen ch
./___Corpus/ClinicalTrials/xml/NCT02455453.xml	2-	578 : 580	CPR	th factor receptor       2-negative (HER2-) breast c
./___Corpus/ClinicalTrials/xml/NCT02455453.xml	Estradiol	612 : 621	CM	e (HER2-) breast cancer. Estradiol is the most potent of th
./___Corpus/ClinicalTrials/xml/NCT02455453.xml	estrogens	674 : 683	CM	aturally occurring       estrogens, and can be administered
./___Corpus/ClinicalTrials/xml/NCT02455453.xml	tamoxifen,aromatase	1004 : 1023	ASE	 endocrine therapy (ET) (tamoxifen,aromatase inhibitors or fulvestran
./___Corpus/ClinicalTrials/xml/NCT02455453.xml	fulvestrant	1038 : 1049	CM	,aromatase inhibitors or fulvestrant as       standard of car
./___Corpus/ClinicalTrials/xml/NCT02455453.xml	estradiol	1216 : 1225	CM	ly following the one day estradiol challenge before the sta
./___Corpus/ClinicalTrials/xml/NCT02455453.xml	estradiol	1287 : 1296	CM	rd of care       ET. The estradiol challenge will consist o
./___Corpus/ClinicalTrials/xml/NCT02455453.xml	estradiol	1356 : 1365	CM	ering a total of 6 mg of estradiol orally       (three dose
./___Corpus/ClinicalTrials/xml/NCT02455453.xml	FSH	1800 : 1803	CM	tomy,                 -  FSH level in postmenopausal 
./___Corpus/ClinicalTrials/xml/NCT02455453.xml	FSH	1925 : 1928	CM	cle-stimulating hormone (FSH) laboratory testing must
./___Corpus/ClinicalTrials/xml/NCT02455453.xml	OR	2142 : 2144	CM	tudy)                 -  OR Pre-menopausal for whom 
